NO.,자소서,질문
16,"저는 배움을 통해 도전하는 사람입니다. 2년 반 동안 은행에서 일하며 금융업의 디지털화를 몸소 느끼면서 디지털 역량에 대한 갈망을 느끼게 되었고, 삼성 청년 SW 아카데미 교육 과정에 입과 하게 되었습니다. 이후 약 16개월간 매일같이 아침부터 밤까지 공부하며 개발자로서의 기본기를 다졌습니다. LG CNS는 고객 가치 혁신을 위해 도전하고 성장해가는 회사입니다. 특히 최근에는 차세대 ERP 프로젝트를 위해 SAP와 협력을 하기도 했습니다. 이처럼 빠르게 변화하는 디지털 환경에서 새로운 선택을 통해 성장해나가는 모습이 저의 가치관과 부합한다고 생각하여 지원하게 되었습니다. 그래서 향후 입사 후에는 경제학적 지식을 십분 활용하여 재경 도메인에서의 전문가로 성장하고 싶습니다. 특히 RPA, AI 분야 등에 대한 학습을 통해 고객에게 더 나은 솔루션을 제공할 수 있는 ERP 컨설턴트로 성장해 나가고 싶습니다.","LG CNS의 가치관과 문화에 어떻게 부합하는지에 대해 생각해보고, 왜 이 회사에 지원하게 된 이유를 자세히 설명해주세요."
17,"7살, 나는 중국을 좋아하는 꼬마였다. 어렸을 때부터 한자 공부를 오래 해 한자를 간체자로 쓰는 중국에 자연스레 관심이 생겼다. 인기 드라마 <꽃보다 남자>도 50부작의 중국판으로 봤다. 대학에 진학한 뒤, 중국으로 해외연수를 가겠다는 꿈도 생겼다. 하지만 대학에 입학했을 당시 가정 형편이 어려웠다. 그래서 6개월간 아르바이트 3개를 하며 주 40시간 일해 약 1000만 원을 벌어 연수비용을 마련했다. 마침내 상해행 비행기 표를 끊을 수 있었다. 이후 공부를 계속해 신 HSK 5급까지 취득했다. 최근에는 넷플릭스에서 중국어 자막으로 중국 드라마, 영화를 보며 중국어 공부를 계속하고 있다. 우여곡절이 많았지만, 돌이켜보면 아르바이트를 통해 다양한 사람들의 군상을 볼 수 있었고 어려움에 부딪혀도 극복해낼 수 있는 자신감을 기른 경험이었다고 생각한다. 기자는 늘 낯선 현장에서 새로운 이슈를 발굴하는 사람이다. 내가 예상하지 못했던 난관을 맞닥뜨려도 다양한 방법으로 돌파하는 것이 중요하다고 생각한다. 어떤 상황이든 불가능해 보이는 일을 마주하더라도 좌절하지 않고 해결 방법을 찾아 가능하게 만드는 사람이 되겠다.",어렸을 때부터 중국에 대한 꿈과 관심이 어떻게 시작되었나요? 중국에 대한 인기 드라마와 여행 꿈을 향해 노력한 과정과 이를 통해 얻은 가치들에 대해 설명해주세요.
18,"7살, 나는 중국을 좋아하는 꼬마였다. 어렸을 때부터 한자 공부를 오래 해 한자를 간체자로 쓰는 중국에 자연스레 관심이 생겼다. 인기 드라마 <꽃보다 남자>도 50부작의 중국판으로 봤다. 대학에 진학한 뒤, 중국으로 해외연수를 가겠다는 꿈도 생겼다. 하지만 대학에 입학했을 당시 가정 형편이 어려웠다. 그래서 6개월간 아르바이트 3개를 하며 주 40시간 일해 약 1000만 원을 벌어 연수비용을 마련했다. 마침내 상해행 비행기 표를 끊을 수 있었다. 이후 공부를 계속해 신 HSK 6급까지 취득했다. 최근에는 넷플릭스에서 중국어 자막으로 중국 드라마, 영화를 보며 중국어 공부를 계속하고 있다. 우여곡절이 많았지만, 돌이켜보면 아르바이트를 통해 다양한 사람들의 군상을 볼 수 있었고 어려움에 부딪혀도 극복해낼 수 있는 자신감을 기른 경험이었다고 생각한다. 기자는 늘 낯선 현장에서 새로운 이슈를 발굴하는 사람이다. 내가 예상하지 못했던 난관을 맞닥뜨려도 다양한 방법으로 돌파하는 것이 중요하다고 생각한다. 어떤 상황이든 불가능해 보이는 일을 마주하더라도 좌절하지 않고 해결 방법을 찾아 가능하게 만드는 사람이 되겠다.","가정 형편이 어려웠지만, 중국 연수를 위해 어떤 아르바이트를 하며 돈을 모았나요? 이 경험이 자신에게 어떤 영향을 끼쳤고, 어려움을 극복하며 느낀 성취감과 자신감에 대해 얘기해주세요."
19,"7살, 나는 중국을 좋아하는 꼬마였다. 어렸을 때부터 한자 공부를 오래 해 한자를 간체자로 쓰는 중국에 자연스레 관심이 생겼다. 인기 드라마 <꽃보다 남자>도 50부작의 중국판으로 봤다. 대학에 진학한 뒤, 중국으로 해외연수를 가겠다는 꿈도 생겼다. 하지만 대학에 입학했을 당시 가정 형편이 어려웠다. 그래서 6개월간 아르바이트 3개를 하며 주 40시간 일해 약 1000만 원을 벌어 연수비용을 마련했다. 마침내 상해행 비행기 표를 끊을 수 있었다. 이후 공부를 계속해 신 HSK 7급까지 취득했다. 최근에는 넷플릭스에서 중국어 자막으로 중국 드라마, 영화를 보며 중국어 공부를 계속하고 있다. 우여곡절이 많았지만, 돌이켜보면 아르바이트를 통해 다양한 사람들의 군상을 볼 수 있었고 어려움에 부딪혀도 극복해낼 수 있는 자신감을 기른 경험이었다고 생각한다. 기자는 늘 낯선 현장에서 새로운 이슈를 발굴하는 사람이다. 내가 예상하지 못했던 난관을 맞닥뜨려도 다양한 방법으로 돌파하는 것이 중요하다고 생각한다. 어떤 상황이든 불가능해 보이는 일을 마주하더라도 좌절하지 않고 해결 방법을 찾아 가능하게 만드는 사람이 되겠다.","중국어 공부를 하면서 어려움에 부딪혔을 때, 어떤 방법들을 사용하여 돌파하고 해결 방법을 찾아내셨나요? 불가능해 보이던 상황을 어떻게 극복하였는지 구체적인 사례를 들어 설명해주세요."
20,"7살, 나는 중국을 좋아하는 꼬마였다. 어렸을 때부터 한자 공부를 오래 해 한자를 간체자로 쓰는 중국에 자연스레 관심이 생겼다. 인기 드라마 <꽃보다 남자>도 50부작의 중국판으로 봤다. 대학에 진학한 뒤, 중국으로 해외연수를 가겠다는 꿈도 생겼다. 하지만 대학에 입학했을 당시 가정 형편이 어려웠다. 그래서 6개월간 아르바이트 3개를 하며 주 40시간 일해 약 1000만 원을 벌어 연수비용을 마련했다. 마침내 상해행 비행기 표를 끊을 수 있었다. 이후 공부를 계속해 신 HSK 8급까지 취득했다. 최근에는 넷플릭스에서 중국어 자막으로 중국 드라마, 영화를 보며 중국어 공부를 계속하고 있다. 우여곡절이 많았지만, 돌이켜보면 아르바이트를 통해 다양한 사람들의 군상을 볼 수 있었고 어려움에 부딪혀도 극복해낼 수 있는 자신감을 기른 경험이었다고 생각한다. 기자는 늘 낯선 현장에서 새로운 이슈를 발굴하는 사람이다. 내가 예상하지 못했던 난관을 맞닥뜨려도 다양한 방법으로 돌파하는 것이 중요하다고 생각한다. 어떤 상황이든 불가능해 보이는 일을 마주하더라도 좌절하지 않고 해결 방법을 찾아 가능하게 만드는 사람이 되겠다.","기자로서의 꿈과 관련하여, 뉴스 현장에서 발견되지 않은 이슈를 발굴하는 데에 어떤 역량과 자질을 가지고 있다고 생각하시나요? 여러 어려움과 도전들이 당신의 기자로서의 성장에 어떻게 기여할 수 있을지 설명해주세요."
21,"7살, 나는 중국을 좋아하는 꼬마였다. 어렸을 때부터 한자 공부를 오래 해 한자를 간체자로 쓰는 중국에 자연스레 관심이 생겼다. 인기 드라마 <꽃보다 남자>도 50부작의 중국판으로 봤다. 대학에 진학한 뒤, 중국으로 해외연수를 가겠다는 꿈도 생겼다. 하지만 대학에 입학했을 당시 가정 형편이 어려웠다. 그래서 6개월간 아르바이트 3개를 하며 주 40시간 일해 약 1000만 원을 벌어 연수비용을 마련했다. 마침내 상해행 비행기 표를 끊을 수 있었다. 이후 공부를 계속해 신 HSK 9급까지 취득했다. 최근에는 넷플릭스에서 중국어 자막으로 중국 드라마, 영화를 보며 중국어 공부를 계속하고 있다. 우여곡절이 많았지만, 돌이켜보면 아르바이트를 통해 다양한 사람들의 군상을 볼 수 있었고 어려움에 부딪혀도 극복해낼 수 있는 자신감을 기른 경험이었다고 생각한다. 기자는 늘 낯선 현장에서 새로운 이슈를 발굴하는 사람이다. 내가 예상하지 못했던 난관을 맞닥뜨려도 다양한 방법으로 돌파하는 것이 중요하다고 생각한다. 어떤 상황이든 불가능해 보이는 일을 마주하더라도 좌절하지 않고 해결 방법을 찾아 가능하게 만드는 사람이 되겠다.",불가능해 보이는 상황에 부딪히더라도 좌절하지 않고 가능하게 만드는 사람이 되기 위해 어떤 자세와 노력을 가지고 있으신지 알려주세요.
22,"7살, 나는 중국을 좋아하는 꼬마였다. 어렸을 때부터 한자 공부를 오래 해 한자를 간체자로 쓰는 중국에 자연스레 관심이 생겼다. 인기 드라마 <꽃보다 남자>도 50부작의 중국판으로 봤다. 대학에 진학한 뒤, 중국으로 해외연수를 가겠다는 꿈도 생겼다. 하지만 대학에 입학했을 당시 가정 형편이 어려웠다. 그래서 6개월간 아르바이트 3개를 하며 주 40시간 일해 약 1000만 원을 벌어 연수비용을 마련했다. 마침내 상해행 비행기 표를 끊을 수 있었다. 이후 공부를 계속해 신 HSK 10급까지 취득했다. 최근에는 넷플릭스에서 중국어 자막으로 중국 드라마, 영화를 보며 중국어 공부를 계속하고 있다. 우여곡절이 많았지만, 돌이켜보면 아르바이트를 통해 다양한 사람들의 군상을 볼 수 있었고 어려움에 부딪혀도 극복해낼 수 있는 자신감을 기른 경험이었다고 생각한다. 기자는 늘 낯선 현장에서 새로운 이슈를 발굴하는 사람이다. 내가 예상하지 못했던 난관을 맞닥뜨려도 다양한 방법으로 돌파하는 것이 중요하다고 생각한다. 어떤 상황이든 불가능해 보이는 일을 마주하더라도 좌절하지 않고 해결 방법을 찾아 가능하게 만드는 사람이 되겠다.","중국어 공부를 계속하면서 어떤 분야에서 더 나아지고 싶으며, 기자로서 어떤 분야에서 활동하고 싶은지에 대해 구체적으로 얘기해주세요."
23,"7살, 나는 중국을 좋아하는 꼬마였다. 어렸을 때부터 한자 공부를 오래 해 한자를 간체자로 쓰는 중국에 자연스레 관심이 생겼다. 인기 드라마 <꽃보다 남자>도 50부작의 중국판으로 봤다. 대학에 진학한 뒤, 중국으로 해외연수를 가겠다는 꿈도 생겼다. 하지만 대학에 입학했을 당시 가정 형편이 어려웠다. 그래서 6개월간 아르바이트 3개를 하며 주 40시간 일해 약 1000만 원을 벌어 연수비용을 마련했다. 마침내 상해행 비행기 표를 끊을 수 있었다. 이후 공부를 계속해 신 HSK 11급까지 취득했다. 최근에는 넷플릭스에서 중국어 자막으로 중국 드라마, 영화를 보며 중국어 공부를 계속하고 있다. 우여곡절이 많았지만, 돌이켜보면 아르바이트를 통해 다양한 사람들의 군상을 볼 수 있었고 어려움에 부딪혀도 극복해낼 수 있는 자신감을 기른 경험이었다고 생각한다. 기자는 늘 낯선 현장에서 새로운 이슈를 발굴하는 사람이다. 내가 예상하지 못했던 난관을 맞닥뜨려도 다양한 방법으로 돌파하는 것이 중요하다고 생각한다. 어떤 상황이든 불가능해 보이는 일을 마주하더라도 좌절하지 않고 해결 방법을 찾아 가능하게 만드는 사람이 되겠다.","당신이 지원한 회사에서 중국어 능력과 극복 정신을 어떻게 활용하고, 그들에게 어떤 가치를 제공하고 싶은지에 대해 말씀해주세요."
24,"보도 후에도 계속 사건에 관심을 두는 것이 강점이다. 한 번의 보도로 사건의 진상이 다 보도되지 않는 경우가 많다. 한국일보 인턴 중, ‘전남 완도 일가족 실종 사건’에서 실종된 초등학생이 허위로 교외체험학습 신청서를 냈지만 학교가 승인했다는 사실을 알아냈다. 경찰 조사 결과가 담긴 보도를 주의 깊게 살폈기에 학생 관리 실태 문제를 꼬집을 수 있었다. 지난해 한 가습기 판매업체가 가짜 리뷰를 올려 과징금을 물었다는 기사를 봤을 때는, 지금은 리뷰를 조작하는 일이 없을까 의문이 들었다. 직접 취재해, 카카오톡 오픈 채팅방에서 하루 1만 건 리뷰 아르바이트 글이 올라온다는 사실을 밝혀냈다. 지나간 사건도 다시 살펴볼 때 사건의 내막을 들여다볼 수 있었다. MBN은 보도 후에도 문제를 손에서 놓지 않는 언론이다. 지난 1월 31일 MBN은 한 지구대가 70대 할머니를 내쫓은 것을 보도한 이후에도 CCTV 영상을 요구할 수 있는 정보공개 청구를 포기하도록 회유한 정황이 있다는 사실을 단독 보도했다. 온전히 파헤쳐 지지 못한 문제를 끝까지 추적하는 보도를 하는 기자가 되겠다","보도 후에도 사건에 계속 관심을 가지고 파헤치는 것에 대해 어떤 동기가 있으며, 이러한 점이 어떻게 당신의 강점이 되었는지 설명해주세요."
25,"보도 후에도 계속 사건에 관심을 두는 것이 강점이다. 한 번의 보도로 사건의 진상이 다 보도되지 않는 경우가 많다. 한국일보 인턴 중, ‘전남 완도 일가족 실종 사건’에서 실종된 초등학생이 허위로 교외체험학습 신청서를 냈지만 학교가 승인했다는 사실을 알아냈다. 경찰 조사 결과가 담긴 보도를 주의 깊게 살폈기에 학생 관리 실태 문제를 꼬집을 수 있었다. 지난해 한 가습기 판매업체가 가짜 리뷰를 올려 과징금을 물었다는 기사를 봤을 때는, 지금은 리뷰를 조작하는 일이 없을까 의문이 들었다. 직접 취재해, 카카오톡 오픈 채팅방에서 하루 1만 건 리뷰 아르바이트 글이 올라온다는 사실을 밝혀냈다. 지나간 사건도 다시 살펴볼 때 사건의 내막을 들여다볼 수 있었다. MBN은 보도 후에도 문제를 손에서 놓지 않는 언론이다. 지난 1월 31일 MBN은 한 지구대가 71대 할머니를 내쫓은 것을 보도한 이후에도 CCTV 영상을 요구할 수 있는 정보공개 청구를 포기하도록 회유한 정황이 있다는 사실을 단독 보도했다. 온전히 파헤쳐 지지 못한 문제를 끝까지 추적하는 보도를 하는 기자가 되겠다",전남 완도 일가족 실종 사건'과 '가짜 리뷰 판매업체 사건'에서 각각 어떤 조사와 보도를 통해 문제를 파악하고 해결 방안을 제시한 것에 대해 자세히 설명해주세요. 당신의 추적력과 신속한 행동이 어떻게 문제 해결에 기여했나요?
26,"보도 후에도 계속 사건에 관심을 두는 것이 강점이다. 한 번의 보도로 사건의 진상이 다 보도되지 않는 경우가 많다. 한국일보 인턴 중, ‘전남 완도 일가족 실종 사건’에서 실종된 초등학생이 허위로 교외체험학습 신청서를 냈지만 학교가 승인했다는 사실을 알아냈다. 경찰 조사 결과가 담긴 보도를 주의 깊게 살폈기에 학생 관리 실태 문제를 꼬집을 수 있었다. 지난해 한 가습기 판매업체가 가짜 리뷰를 올려 과징금을 물었다는 기사를 봤을 때는, 지금은 리뷰를 조작하는 일이 없을까 의문이 들었다. 직접 취재해, 카카오톡 오픈 채팅방에서 하루 1만 건 리뷰 아르바이트 글이 올라온다는 사실을 밝혀냈다. 지나간 사건도 다시 살펴볼 때 사건의 내막을 들여다볼 수 있었다. MBN은 보도 후에도 문제를 손에서 놓지 않는 언론이다. 지난 1월 31일 MBN은 한 지구대가 72대 할머니를 내쫓은 것을 보도한 이후에도 CCTV 영상을 요구할 수 있는 정보공개 청구를 포기하도록 회유한 정황이 있다는 사실을 단독 보도했다. 온전히 파헤쳐 지지 못한 문제를 끝까지 추적하는 보도를 하는 기자가 되겠다","MBN에서 진행한 보도 중 '한 지구대가 70대 할머니를 내쫓은 사건'에서 CCTV 영상을 요구하는 정보공개 청구를 회유하는 사실을 단독 보도한 이후, 이러한 사안을 파헤치고 문제를 해결하기 위해 어떤 노력을 기울였는지 설명해주세요."
27,"보도 후에도 계속 사건에 관심을 두는 것이 강점이다. 한 번의 보도로 사건의 진상이 다 보도되지 않는 경우가 많다. 한국일보 인턴 중, ‘전남 완도 일가족 실종 사건’에서 실종된 초등학생이 허위로 교외체험학습 신청서를 냈지만 학교가 승인했다는 사실을 알아냈다. 경찰 조사 결과가 담긴 보도를 주의 깊게 살폈기에 학생 관리 실태 문제를 꼬집을 수 있었다. 지난해 한 가습기 판매업체가 가짜 리뷰를 올려 과징금을 물었다는 기사를 봤을 때는, 지금은 리뷰를 조작하는 일이 없을까 의문이 들었다. 직접 취재해, 카카오톡 오픈 채팅방에서 하루 1만 건 리뷰 아르바이트 글이 올라온다는 사실을 밝혀냈다. 지나간 사건도 다시 살펴볼 때 사건의 내막을 들여다볼 수 있었다. MBN은 보도 후에도 문제를 손에서 놓지 않는 언론이다. 지난 1월 31일 MBN은 한 지구대가 73대 할머니를 내쫓은 것을 보도한 이후에도 CCTV 영상을 요구할 수 있는 정보공개 청구를 포기하도록 회유한 정황이 있다는 사실을 단독 보도했다. 온전히 파헤쳐 지지 못한 문제를 끝까지 추적하는 보도를 하는 기자가 되겠다","기자로서 당신이 지향하는 보도 스타일과 태도에 대해 설명해주세요. 보도 후에도 문제를 끝까지 추적하는 데에 어떤 원동력이 있으며, 어떤 가치관과 실천 방향을 가지고 있나요?"
28,"보도 후에도 계속 사건에 관심을 두는 것이 강점이다. 한 번의 보도로 사건의 진상이 다 보도되지 않는 경우가 많다. 한국일보 인턴 중, ‘전남 완도 일가족 실종 사건’에서 실종된 초등학생이 허위로 교외체험학습 신청서를 냈지만 학교가 승인했다는 사실을 알아냈다. 경찰 조사 결과가 담긴 보도를 주의 깊게 살폈기에 학생 관리 실태 문제를 꼬집을 수 있었다. 지난해 한 가습기 판매업체가 가짜 리뷰를 올려 과징금을 물었다는 기사를 봤을 때는, 지금은 리뷰를 조작하는 일이 없을까 의문이 들었다. 직접 취재해, 카카오톡 오픈 채팅방에서 하루 1만 건 리뷰 아르바이트 글이 올라온다는 사실을 밝혀냈다. 지나간 사건도 다시 살펴볼 때 사건의 내막을 들여다볼 수 있었다. MBN은 보도 후에도 문제를 손에서 놓지 않는 언론이다. 지난 1월 31일 MBN은 한 지구대가 74대 할머니를 내쫓은 것을 보도한 이후에도 CCTV 영상을 요구할 수 있는 정보공개 청구를 포기하도록 회유한 정황이 있다는 사실을 단독 보도했다. 온전히 파헤쳐 지지 못한 문제를 끝까지 추적하는 보도를 하는 기자가 되겠다","미디어 환경이 빠르게 변화하고 있는 시대에 있어서, 당신이 지향하는 보도의 방향성과 역할에 대해 어떻게 생각하고 있으며, 이를 실현하기 위해 어떤 노력을 기울일 준비가 되어있는지 알려주세요."
29,"보도 후에도 계속 사건에 관심을 두는 것이 강점이다. 한 번의 보도로 사건의 진상이 다 보도되지 않는 경우가 많다. 한국일보 인턴 중, ‘전남 완도 일가족 실종 사건’에서 실종된 초등학생이 허위로 교외체험학습 신청서를 냈지만 학교가 승인했다는 사실을 알아냈다. 경찰 조사 결과가 담긴 보도를 주의 깊게 살폈기에 학생 관리 실태 문제를 꼬집을 수 있었다. 지난해 한 가습기 판매업체가 가짜 리뷰를 올려 과징금을 물었다는 기사를 봤을 때는, 지금은 리뷰를 조작하는 일이 없을까 의문이 들었다. 직접 취재해, 카카오톡 오픈 채팅방에서 하루 1만 건 리뷰 아르바이트 글이 올라온다는 사실을 밝혀냈다. 지나간 사건도 다시 살펴볼 때 사건의 내막을 들여다볼 수 있었다. MBN은 보도 후에도 문제를 손에서 놓지 않는 언론이다. 지난 1월 31일 MBN은 한 지구대가 75대 할머니를 내쫓은 것을 보도한 이후에도 CCTV 영상을 요구할 수 있는 정보공개 청구를 포기하도록 회유한 정황이 있다는 사실을 단독 보도했다. 온전히 파헤쳐 지지 못한 문제를 끝까지 추적하는 보도를 하는 기자가 되겠다","지원한 회사에서의 보도 업무를 통해 어떤 가치를 제공하고 싶으며, 이 회사의 가치관과 어떻게 부합하는지에 대해 생각해보고 설명해주세요."
30,"집에서 TV로 뉴스를 보는 시대는 끝났다. 출퇴근 길에 유튜브에서 뉴스를 보거나, SNS에서 세상이 돌아가는 소식을 확인한다. 이슈를 접하는 통로가 다변화되고 있다. 뉴미디어가 활발해진 시대에 방송업계는 사실을 알아내는 것뿐 아니라 ‘사실을 어떻게 독자에 전달할 것인지’ 고민해야 한다. 기자가 글뿐 아니라 뉴미디어 플랫폼, 디지털 기술을 활용해 정보를 전달해야 시청자의 접근성, 편의성을 높일 수 있다. 특히 ‘디지털 기술’과 ‘기자가 전달하고자 하는 메시지’가 조화를 이룬 콘텐츠가 살아남을 수 있다고 생각한다. MBN은 국내 방송사 최초로 AI 기자를 선보였다. AI 기자의 등장으로 뉴스 공백 시간대에도 속보 뉴스를 전달하고 다양한 사회 의제를 발굴해낼 수 있었다. 이러한 디지털 기술에 MBN만의 깊이 있는 통찰을 더한다면 더 차별화된 방송콘텐츠를 만들 수 있다고 생각한다. 기자들의 전문 분야를 살려 이슈의 맥락을 짚어주는 뉴미디어 콘텐츠를 제작하는 것도 병행된다면, 미래 저널리즘을 선도하는 MBN이 될 것이라고 생각한다.","디지털 기술이 뉴미디어 시대에 어떻게 방송업계에 변화를 가져오고 있는지, 기존의 방식과 어떤 차이점이 있는지에 대해 설명해주세요."
31,"집에서 TV로 뉴스를 보는 시대는 끝났다. 출퇴근 길에 유튜브에서 뉴스를 보거나, SNS에서 세상이 돌아가는 소식을 확인한다. 이슈를 접하는 통로가 다변화되고 있다. 뉴미디어가 활발해진 시대에 방송업계는 사실을 알아내는 것뿐 아니라 ‘사실을 어떻게 독자에 전달할 것인지’ 고민해야 한다. 기자가 글뿐 아니라 뉴미디어 플랫폼, 디지털 기술을 활용해 정보를 전달해야 시청자의 접근성, 편의성을 높일 수 있다. 특히 ‘디지털 기술’과 ‘기자가 전달하고자 하는 메시지’가 조화를 이룬 콘텐츠가 살아남을 수 있다고 생각한다. MBN은 국내 방송사 최초로 AI 기자를 선보였다. AI 기자의 등장으로 뉴스 공백 시간대에도 속보 뉴스를 전달하고 다양한 사회 의제를 발굴해낼 수 있었다. 이러한 디지털 기술에 MBN만의 깊이 있는 통찰을 더한다면 더 차별화된 방송콘텐츠를 만들 수 있다고 생각한다. 기자들의 전문 분야를 살려 이슈의 맥락을 짚어주는 뉴미디어 콘텐츠를 제작하는 것도 병행된다면, 미래 저널리즘을 선도하는 MBN이 될 것이라고 생각한다.","기자로서의 역할이 단순히 사실을 알아내는 것을 넘어서, 정보를 어떻게 독자에게 전달하는 방법을 고민하고 있는지에 대해 서술해주세요. 디지털 기술과 뉴미디어 플랫폼을 활용하여 시청자의 접근성과 편의성을 높이는 방법은 무엇인지 생각해보세요."
